nome;idade
Joel Brito Stephanie Mitchell;46
Ângelo Pinto Brandon Porter;45
Lucas Araújo-Gonçalves Micheal Hull;38
Artur Esteves William Moran;48
Lisandro Azevedo George Franco;44
Beatriz Fernandes-Morais Michael Horn;48
Cláudio Paiva Amy Turner;38
Amélia Loureiro Phillip Young;55
Diego Tavares Melissa Ramirez;34
Naiara Antunes Michael Nelson;51
Gil Amorim Richard Wilkerson;19
Júlia Lourenço George Yoder;60
Lúcia Freitas Adam Dougherty;70
Luca Matias Devin Patel;53
Débora Esteves Meredith Tucker;47
Fernando Reis Roger Finley;38
Alex Baptista Danielle Williams;57
Carlota Henriques Danielle Ramos;53
Eduardo-Noah Macedo Jennifer Nelson;66
Micael Sousa Theresa Valdez;25
Carlota Amaral Corey Duncan;32
Helena da Andrade Grant Avila;61
Alice Fernandes-Ramos Thomas Holmes;50
Naiara Alves Erin Jones;48
Sandro Pereira Jean Jones;36
Álvaro Silva Brittany Lowe;62
André da Campos Tony Turner;45
Sebastião Alves Crystal Knight;36
Mariana Teixeira Tami Martinez;34
Sérgio Guerreiro Yvonne Allison MD;64
Vítor Matos-Machado Mr. James Keller III;55
Mário Vaz Melissa Mcdaniel;66
Lourenço Cardoso Sarah Richardson;63
Emília Azevedo John Taylor;36
Juliana Freitas Kevin Alvarez;42
Iara Teixeira Christopher Phillips;41
Isaac Brito Derek Bennett;47
Eduarda Mendes Stephen Brown;55
Daniela Morais Faith Johnson;32
Dinis-Érica Garcia Julie Lambert;26
Gonçalo Vicente-Abreu Andre Cannon;30
Luana Vicente Jerry Malone;18
Sofia-Mateus Moreira Alexandra Weeks;50
Enzo Pinheiro James Haas;47
Sofia Neto Denise Ferrell;36
Constança Gomes Robert Simmons;39
Isabela Melo Maria Anderson;55
Gil Lima-Moura Kelli Clark;52
Vitória Cunha-Mota Michelle Green;42
Violeta Fernandes Brad Jones;47
Frederico Lourenço Kyle Mills;53
Naiara Fonseca Cindy Martinez MD;37
Bruna-Nair Amorim Glenn Simpson;63
Emanuel-Kyara Correia Michelle Oconnell;65
Mauro Azevedo-Simões Laura Hawkins;68
Salomé Faria Jon Silva;27
Ângelo-Yara Barros Tony Oliver;13
Pilar Abreu Ashley Miller;62
Clara Mota Jennifer Simpson;23
Martim Torres John Mayo;54
Renata Lopes-Nunes Aaron Montes;18
Yara Silva Karen Garza;60
José Araújo-Antunes Jessica Warner;61
Mia Pinheiro Todd Ward;43
Ricardo Garcia Mr. James Mckay;20
Bryan Branco Robert Fields;63
Luísa Campos Alexandria Chase;33
Maria Correia Kim Smith;47
Jorge Amaral Jeffrey Gould;54
Noah-Benjamim Araújo Joseph Parker;50
Sebastião Morais David Pace;58
Pilar Morais Mark Stephenson;33
Mariana Gonçalves Leon Dennis;56
Gonçalo Lima Kirk Berry;40
Alexandre Gaspar Michael Ruiz;56
Valentina Pereira Stephanie Mcbride;24
Vitória Maia-Costa Zachary Arroyo;18
Fabiana Cruz Lisa Watson DVM;70
Carminho Matias Lawrence Turner;36
Alexandre Guerreiro Alex Yu;36
Gabriela da Lima Deanna Merritt;35
Vítor Barbosa Jennifer Henry;44
Vasco Matias Andrew Thompson;31
Juliana Pacheco Jennifer Jones;43
Rodrigo Pinheiro Zachary Lowe;46
Pedro Torres Eric Massey;42
Bryan do Azevedo Christian Banks;41
Catarina do Leal Nicholas Miranda MD;57
Ricardo-Tatiana Simões Michael Robertson;67
Rita Macedo Paul Ward;46
Noa Miranda Joseph Stephens;53
Eduarda Branco Savannah Fisher;48
André-Bárbara Pires Jennifer Martinez;70
Margarida Costa Alan Woods;43
Mia Neves Megan Chang;13
Bruno Gaspar Emily Martin;23
Ariana Carvalho Latoya Austin;33
Luana Pereira Samantha Fields;66
Gaspar-Letícia Fernandes Jennifer Moody;15
Cláudio Esteves Keith Diaz;32
Enzo Mendes Ruben Dunn;44
Renato do Fonseca Anthony Stewart;63
David Pinheiro Emily Hamilton;26
Teresa Abreu Robert Hernandez;23
Artur Gonçalves Brenda White;40
Mariana Costa-Campos Daniel Wilson;22
Carolina Reis Martin Webb;65
Duarte Maia Andrew Miranda;20
Mara Pires Mr. Jim Cervantes;62
Petra Macedo Steven Berger;46
Alexandra da Vaz Maria Reynolds;21
Bernardo Cruz Brandon Davis;53
Frederico Borges Jennifer Griffin;22
Teresa Matos-Rocha Cody Smith;12
José Valente-Nunes Jason Wilson;61
Simão Moura Albert Trujillo;50
Diana Pinto Brian Miller;51
Joana Miranda Stephanie Wilson;66
Eduarda Matias-Amorim Raymond Allen;56
Salvador Cunha David Rivera;25
Carlos Reis Gloria Rodriguez;45
Diego-Rúben Neves Robert Kelly;20
Emma Gonçalves-Mendes Gary Douglas;65
Núria Castro Gary Davis;12
Renata Barros-Gonçalves Lisa Roberts;51
Anita Lima Jason Nichols;15
Micael Pacheco Lindsey Rice;39
Helena Batista-Maia Spencer Baldwin;39
Constança Batista Jillian Smith;62
Sara Costa Christina Harvey;16
William Almeida Matthew Ramos;60
Martim Campos Brittany Berger;46
Micael Matias Grant Robinson;30
Rúben Vaz Sharon Miller;30
Pilar Ribeiro Kimberly Paul;35
Leandro Matos Casey Perez;46
Petra-Leonardo Amorim Patrick Davis;56
Brian Rocha Shawn Townsend;49
Rui-Laura Baptista John Dougherty;22
Gaspar Loureiro John Sullivan;50
Lara Silva Jessica Gordon;41
Fabiana-Alex Soares Sean Calderon;20
Renato Carvalho Mr. David Soto;60
Carlota Araújo Lisa Browning;51
Constança Cardoso Lori Terry;59
Victória do Alves Linda Rodriguez;51
Rafaela Soares Nicholas Stark;48
Nelson Figueiredo Justin Stewart;56
Sérgio do Rodrigues Joshua James;39
Tatiana Leite Miguel Singleton;27
Alícia-Mário Machado Patricia Walters;35
Naiara Sá Mr. Scott Howell Jr.;37
Isabel Soares Samantha Smith;26
Bernardo Sá-Cardoso Amanda Hinton;28
Valentina Alves Christina Mcknight;64
Martim Valente Elizabeth White;61
Luísa Carneiro Kyle Baldwin;42
Marta Anjos Allison Owens;31
Amélia de Santos Carrie Cervantes;24
Bruno Borges Justin Cobb;48
Lorena Costa Sarah Smith;26
Gaspar Abreu Scott Carter;24
Mariana Pires Bruce Barnett;25
Vasco Azevedo Adam Guerrero;45
Erika Ribeiro Veronica Schwartz;31
Hugo Guerreiro Sandra Estrada;37
Alícia Rodrigues Jennifer Miller;13
Rui-Helena Marques Kathleen Reed;62
Carolina de Pereira Brian Pennington;50
Carlota Paiva Julie Vargas;32
Enzo Henriques Daniel Cortez;35
Salvador Ribeiro Joseph House;67
Salvador Moreira Frank Lowe;40
Bruno Reis Renee Fuller;29
Mafalda de Macedo Rachel Griffin;19
Yasmin Ferreira-Barros Susan Carrillo;14
Renata Costa-Melo Dylan Larson;21
Rita Gomes Vanessa Thompson;26
Denis-Simão Melo Elizabeth Duran;50
Frederico-Nuno Assunção Jennifer Hawkins;14
Isabela Marques-Garcia Frank Herman;43
Vicente Pinto William Taylor;48
Nair Vicente Tracy Ayala;48
Paulo Coelho-Loureiro Derrick Armstrong;33
Madalena Vicente Jessica Tran;54
Joaquim Branco Alisha Hartman;47
Kelly Matias Kenneth Scott;53
Irina da Oliveira Melanie Garrison;64
Tiago Campos Patricia Li;12
Rafaela Andrade-Barros Timothy Lam;41
David Amorim-Matos Melissa Murray;64
Isaac Mota Susan Baker;34
Catarina Maia Megan Gray;35
Luís Miranda Anthony Morrison;43
Nelson Figueiredo Mary Cox;44
Lia Alves Seth Johnson;27
Luciana Barros Samantha Brown;67
Martim Nogueira-Moreira Loretta Gardner;21
Álvaro Gonçalves Rachel Liu;56
Mauro-Erika Pinheiro Raymond Rowe;39
Denis Figueiredo Denise Berger;13
Gabriela Cruz Rebecca Ruiz;64
Ivan Rocha Kaitlyn Mooney;28
Daniel Lima Jenna Anderson;32
Yara-Benedita Henriques Alexa Smith;52
Francisca-Nelson Coelho Lindsey Little;43
William Costa Elizabeth Mejia;12
Teresa Fernandes-Guerreiro Johnny Ruiz;65
Clara Maia Victoria Reid;67
Dinis Leite Katherine Cooper;39
Isabel Correia Julie Gould MD;46
Enzo Azevedo John Obrien;62
Constança-Constança Magalhães Ian Lawson;19
Pedro Lima Dr. William Martinez;26
Kévim Torres Anthony Carlson;31
Rita de Pinho Joshua Dougherty;67
Valentina-José Ribeiro Jessica Fitzpatrick;53
Maria Pereira Nathan Lowery;58
Sandro Miranda Brian Brown;63
Maria Nunes Joshua Curtis;18
Joel Moreira Regina Bell;18
Cláudio Brito Suzanne Richards;27
Miguel Faria Katherine Brown;59
Débora Pinto Anne Lewis;27
Eva Maia Julia Rodriguez DDS;50
Helena-Inês Torres Dominique Walker;39
Madalena de Valente Jeremy Guzman;64
Noah-Márcio Maia Dr. Pam Mercer;63
Diego Almeida Ashley Bennett;12
Paulo Barros Brian Lee;46
Henrique Pinheiro Melissa Mitchell;61
Diana da Correia George Carlson;23
Nuno Antunes Deborah Harrington;56
Lúcia Gaspar Eric Jacobs;43
Iara Alves Austin Ellis;49
Camila Pinto Theresa Gray;42
Mateus Azevedo Melissa Hopkins;44
Alícia-Bryan Anjos James Pearson;37
Edgar Simões Kevin Hall;29
Santiago Mota Alicia Ferguson;37
Luna Costa Jonathan Hill;38
Camila da Faria Jennifer Mills;14
Larissa Borges Deanna Smith;48
Guilherme Nogueira Haley Davis;24
Margarida Mendes Anthony Gomez;35
Cristiano-Tiago Anjos William Aguilar;15
Lourenço-William Domingues Samantha Edwards;38
Miriam de Torres Taylor Rodriguez;48
Luna Neves Aaron Reynolds;56
Teresa Nascimento Melissa Gomez;51
Santiago de Pinto David Hernandez;21
Santiago Fonseca Ashley Beck;35
Anita de Nunes Julian Gibson;21
Marco Amorim Ashlee Calderon;44
Ângelo de Melo Taylor Williams;37
Alícia do Pinto Martin Ochoa;22
Emma Branco James Lee;45
Daniela Esteves Amanda Barber;57
Luísa Branco Benjamin George;55
Irina Gomes Melinda Hall;13
Luna-Andreia Soares Katherine Stevens;13
Margarida Maia-Garcia Virginia Davis;37
Igor Rocha Kristen Mckinney;61
Ricardo Brito Crystal Miller;22
Frederico da Costa Michelle Myers;47
Joana do Pires Katherine Vasquez;63
Jorge Sousa-Nunes Craig Stokes;58
Patrícia Borges Michael Cross;41
Luca Vieira Michael White;68
Nádia Maia Chris Morris;12
Rafaela do Nascimento Sandra Stout;49
Ivo Marques Emily Holmes;38
Joana Fonseca Kyle White;64
Rita Brito Rachael Freeman;24
Lara Santos Sergio Deleon;15
Gonçalo Moreira Johnny French;70
Luca Freitas Philip May;30
João Pires Eric Lester;65
Dinis Torres Steven Kennedy;37
Isaac Carneiro Elizabeth Johnson;53
Ema Abreu Michael Newton;39
Irina Matias-Fonseca Walter Farmer;15
Matilde Neves Amanda Nelson;44
Jorge Jesus Rebecca Phillips;20
Ana Anjos Martin Johnson;49
Bianca Correia Brett Levine;37
Daniel Azevedo Heather Barnett;12
Gil Amorim-Gonçalves James Little;15
Eva de Maia Alan Snyder;18
Edgar Alves David Black;24
Vicente-Bárbara Cardoso Heather Conner;58
Patrícia Carvalho-Castro Taylor Chandler;19
Emma do Andrade Christopher Giles;48
Martim Barbosa Shawn Golden;22
Kyara Carvalho-Abreu Dr. David Orr Jr.;42
Francisco Jesus Troy Nielsen;37
Mário Correia Monica Stewart;66
Amélia da Gonçalves Scott Quinn;23
Iara Gomes Colin Ray;38
Andreia Assunção Tiffany Duarte;17
Renata Baptista Jennifer Marshall;55
Joel Leite-Pinto Pamela Burke;28
Margarida Correia Amy Odom;23
Ema Gomes Lawrence Herrera;51
Manuel Guerreiro Jessica Johnston;35
Emília do Mendes Katie Adkins;58
David Vicente Kim Garcia;28
Rui Branco-Reis Andrea Humphrey;23
Vasco Ribeiro Jessica Rubio;31
Ariana Barros Gregory Rivers;55
Mariana Valente Hunter Hensley;64
Ricardo da Neto Kimberly Chandler;39
Raquel Pinho Mark Clark;57
Vitória da Azevedo Mary Davis;20
Amélia Vieira Michael Martinez;53
Gabriela Abreu Lindsey Hoover;47
Luís Loureiro Jacqueline Gallegos;64
Luca Silva Nathan Lopez;34
Francisco Soares-Figueiredo Chad Lopez;34
Iara-Beatriz Garcia Carol Malone;62
Joaquim Faria-Pacheco Dana Ruiz;23
Rúben Jesus Emily Carter;61
Alex Fernandes Christopher Mcgee;19
Carlota Nascimento Laura Warren;45
Ângela Correia Jennifer Mayer;49
Afonso Matos-Torres Christina Rhodes;60
Juliana Campos Suzanne Long;44
Yasmin do Simões Jennifer Williams;45
Luana Rocha Sara Mitchell;43
Catarina-Rafael Freitas Brittany Miranda;57
Margarida da Cunha Cody Reed;38
Duarte Loureiro Ashley Rodriguez;40
Simão Fernandes Dana Bradford;34
José Pinto James Wilson;42
Maria Teixeira Mary Clark;51
Filipa Maia Jesse Sanchez;13
Beatriz Carvalho-Pires Morgan Clark;31
Márcio Correia-Esteves Marcia Abbott;67
Vasco Andrade Michael Nash MD;54
Andreia Campos Eric Molina;65
Benjamim Matias Ronald Walker;54
Salomé-Laura Pinheiro Mark Wilson;24
Edgar Fonseca Christina Mitchell;55
Carolina Castro Jay Garza Jr.;57
Tomé Baptista Traci Perez;43
Ângelo Cardoso Alicia Ryan;12
Lara Lourenço Timothy Durham;53
Cláudio Leal Robert Wilkinson;22
Lucas Anjos Pamela Armstrong MD;42
Gaspar Torres Brandon Fletcher;52
Íris Leite-Castro Lisa Kline;14
Diana Santos Robert Santiago;60
Vitória Pinto Martin Martinez;19
Clara-Andreia Antunes Jo Thomas;36
Bárbara Campos Terri West;52
Érica Fonseca-Leal Laura Russell MD;24
Wilson Freitas-Guerreiro Stephen Johnson;37
Joana Mendes-Martins Nicole Rodriguez;47
Kelly Leite Chelsea Drake;15
César Ribeiro Michael Merritt;45
Ariana Barbosa Charles Williams;66
Bárbara Soares Alfred Campbell;51
Rui Lima Carolyn Bradshaw;12
Artur-Mateus Matias Cole Torres;18
Wilson-Diogo Alves Erin Young;51
Dinis Rodrigues Lisa Williams;25
Manuel Abreu Michael Stanley;17
Gabriela-Benjamim Paiva Barbara Santiago;45
Erika Domingues Andrea Clarke;44
Filipe Silva Cynthia Brooks;46
Renata Teixeira Alexis Harris;65
Emanuel Melo Lawrence Smith;15
Frederico do Nunes Joel Davis;38
Cristiano Loureiro Brandon Fields;25
Rafaela Lourenço-Araújo Aaron Wright;19
Nelson Miranda Roger Howard;51
Bianca Leal Christina Cameron;23
Tiago Pinho Lonnie Weiss;62
Letícia Magalhães Kathleen Walker;39
Tomás da Oliveira Connie Williams;48
Kévim Pacheco Emma Tucker;18
Patrícia do Maia Brittney Cervantes;32
Irina Ribeiro Mark Gibson;29
Camila Costa Mr. Brandon Gould;61
Íris Faria Debbie Peck;26
Renata Moura Joshua Hill;58
Marcos Pereira Dana Jones;37
Soraia do Baptista Jennifer Brown;34
Débora Silva Adam Lang;59
Lourenço Pinho Omar Garza;19
Bianca Almeida Andrew Mcclure;51
Lúcia Andrade-Freitas Jonathan Allen;62
João-Débora Assunção Madison Walton;58
Bryan Ribeiro Melissa Cooper;52
Joana Campos Angela Koch;18
Tomé Abreu Sara Blankenship;58
Nelson de Martins Diane Shepard;13
Beatriz Neves Ethan Payne;38
Noah do Ribeiro Robert Evans;32
Carlos Neto Joseph Liu;23
Kevin Barbosa Timothy Roach;60
Carolina Brito Christine Duran;33
Lia da Branco Michael French;48
Amélia Mota Kevin Warner;65
Artur Marques Gabriel Joyce;18
Martim Gaspar Mark Robinson;30
David Amorim Peter Daniel;64
Lara Morais Samuel Walters;13
Dinis-Denis Teixeira Sarah Graves;49
Flor Cruz Cindy Hensley;52
Nelson Fernandes William Little;33
Alex Batista Kim Logan;49
Rui Pereira-Ferreira Alexander Schmitt;51
Adriana Vicente Benjamin Hamilton;19
Isaac Miranda-Simões Emily Lopez;35
Salvador Vaz Maria Torres;65
Tomé Andrade-Tavares Teresa Aguilar;65
Lorena Fonseca Matthew Reilly;49
Kelly Garcia Jessica Griffin;70
Santiago Alves-Silva Joseph Baker;41
Carlota Morais Albert Kelly;58
Dinis Neves Richard Mccoy;63
Mélanie Cruz Elizabeth Alvarado;19
Ângelo Monteiro Julie Butler;40
Letícia Gaspar Aaron Smith;24
Filipa Silva Jeff Bridges;57
Sandro Brito Maria Cameron;70
Fabiana de Domingues William Morgan;64
Emanuel Moreira-Lourenço Kyle Walker;69
Renata Teixeira-Gonçalves Destiny Long;15
Lucas Nascimento Jessica Allen;16
António Morais Barbara Wyatt;35
Ângelo Andrade Monica Carey;16
Xavier Reis Christina Mathews;56
Jorge Valente Christine Wiley;33
Vera Nunes-Vaz Matthew Thomas;24
Eva Maia Justin Evans;46
Pedro Mendes Theresa Johnson;14
Emma Amaral Emily Stevenson;35
Kelly-Daniela Fonseca Caleb Garner;61
Denis-Ana Coelho Ellen Clements;34
Henrique Lourenço Stephen Thompson;66
Caetana Maia Paul Jones;60
Lara Nogueira Mrs. Julia Wright;69
Renata Sousa Steven Bryant;52
Cristiano Carneiro Michelle Smith;61
Pedro-Constança Abreu Edward Archer;14
Valentim Cardoso Jack Jones;67
Constança Vicente Steve Schultz;58
Luna Lima-Macedo Deanna Lee;31
Luca Esteves Michael Jackson;15
Gabriela Lourenço Deborah Terry;54
Caetana Lopes-Correia Terri Nguyen PhD;27
Juliana-Violeta Fernandes Heather Lewis;54
Diogo Valente Alicia Villa;17
Nicole Torres Brian Forbes;52
Caetana Azevedo Patricia Colon;17
Rui Fernandes Michael Lang;20
Vera Reis-Baptista James Smith;35
Lorena Almeida Cody Cole;59
Bárbara Baptista-Amaral Jerry Lopez;36
Luís Rodrigues-Pinho Crystal Dunn;21
Guilherme Alves Tina Murphy;58
Tatiana Moreira Shawn James;41
Jaime-Mafalda Carneiro Morgan Fry;47
Ariana Maia Erika Mcclure;42
Alexandra Mota Jessica Thomas;12
Gil Tavares-Miranda Brendan Kane;51
Ângelo Sousa Ryan Hoffman;51
Carminho Miranda-Batista Robert Smith;38
Frederico Batista Lori Meza;38
Tiago Pinto Frank David;31
Frederico Antunes Sean Jackson;51
Eduardo Moreira Victoria Coffey;59
Afonso Batista Nicole Wagner;70
Beatriz Nunes Alexa Espinoza;62
Noa Pereira Patricia Martin;17
Gil Vicente Larry Castillo;50
Mateus-Isabela Lopes Maria Wood;53
Bruna Nunes Kelly Lynn;41
Xavier de Moura Amber Meyer;19
Marta Marques Jacob Park;65
Carminho Almeida George Gomez;25
Márcio Loureiro Matthew Newton;22
Adriana Ramos Paul Wilcox;51
Mariana do Barros Loretta Hernandez;18
Gabriela-Ema Amorim Dr. Stephen Boyd DDS;50
Santiago do Carneiro Melissa Adkins;54
Inês Andrade Margaret Martin;26
Nair Carvalho Victor Harris;27
Renato Antunes Zachary Miller;53
Constança-Ana Domingues Thomas Herrera;37
Ema Pacheco-Marques Carlos Nguyen;48
Artur Esteves Todd Wells;47
Matias Nascimento Dr. Brian Beck;42
Ivan-Wilson Gomes James Parrish;57
Diego Gonçalves Dr. Anthony Bailey;28
Sérgio Leite-Matias Frank Brown;57
Petra Leite Michael Walker;12
Juliana Barros Erica Hanson;43
Bernardo Anjos Eric Arellano;24
Lia Loureiro Brandon Oneal;35
Lucas Matos Colleen Bennett;66
Luca Leal Reginald Cortez;36
Gaspar Ramos John Garcia;29
Filipe Domingues William White;25
Miriam de Costa Tasha Orr;19
Renato Moura-Esteves Dawn Beasley;65
Joaquim Sousa Samantha Crawford;67
Brian-Emanuel Abreu Mary Morris;51
Madalena Magalhães Kim Edwards;13
Francisco Baptista Robert Li;25
Nádia Magalhães Randall Taylor;27
Gustavo Miranda Robert Walker;24
Eduardo Valente Sara Jones;42
Afonso Cardoso Mark Powell;16
Valentina Almeida Jennifer Lopez;18
Nádia Costa Travis Knapp;64
Joel Castro Jacob Price;23
Manuel Ribeiro Amanda Jones PhD;37
Cristiano Borges Richard White;58
Sandro Guerreiro Brian Baker;29
Yasmin Torres Bruce Holden;32
Santiago Nunes Donald Rodriguez;27
Denis de Pinho Sarah Hoffman;39
William Gomes Julie Davis;40
Rita Faria Stephanie Benton;40
Denis Vicente Tiffany Mendoza;40
William Matos Gabrielle Young;37
Íris Anjos-Amorim Walter Lee;50
Igor-Teresa Almeida Lauren Stevens;22
Pilar Barbosa Jorge Tapia;69
Amélia Esteves Jessica Williamson;25
Emma Vieira Theresa Huerta;38
Kevin Abreu Denise Logan;29
Cristiano Sousa Kyle Brown;70
Alexandre Sá-Gaspar Tyler Yang;67
Filipa Barros Mrs. Laura Murphy;39
Ana Andrade Patricia Parker;23
Vera Fernandes Wendy Graves;34
Rui-Irina Miranda Jeffrey Larsen;60
Francisca Gonçalves Paul Collier;41
Yara Cardoso Kellie Brown;29
Xavier Pires Lisa Gonzalez;55
Margarida Martins Rachel Fuller;31
Henrique Morais Brian Moore;62
Yasmin-Constança Cruz Jerry Mcneil;42
Lucas Paiva-Esteves Jennifer Williams;27
David Figueiredo Patricia Ball;65
Alícia Almeida Larry Cross;32
Jorge Borges Cynthia Martin;13
Luana Pires Kimberly Roberts;31
Afonso Carvalho Melissa Andrews;43
Lourenço-Catarina Oliveira Rebecca Friedman;68
Melissa Amaral Diana Raymond;50
Isabel Martins Kristin Alvarez;19
Bianca Leal Alexandra Scott;17
Letícia do Lourenço Larry Ponce;50
Mariana Macedo Daniel Burns;67
Miguel Rocha Lisa Hampton;48
Francisca-Vítor Neves Andrew Sanders;27
Ângelo-Denis Nogueira Joseph Fernandez;30
Ricardo Amorim Angela Allen;32
Tomé Reis-Santos Martin Hays;39
Xavier Castro John Hart;16
Ivan Macedo Lisa Henderson;36
Laura Lima Katherine Singh;59
Xavier Costa Nicole Dixon;67
Vicente Carvalho David Wood;69
Débora Nascimento Timothy Kim;17
Daniela Almeida Brian Young;13
Adriana-Soraia Machado Michele Horton;64
Brian Lima Daniel Peterson;67
Pilar-Álvaro Reis Stephanie Walters;12
Rita Moreira Sandra Kim;54
Nádia Lima Emily Shields;17
Miriam Freitas Cindy Moon;70
Beatriz Magalhães Casey Harrison;70
Núria Loureiro Alan Taylor;37
Cláudio de Pires Jonathan Huff;44
Benedita-Filipa Gaspar Joseph Ramirez;66
João Marques Nathan Johnston;33
Rúben Andrade-Moura Timothy Chambers;65
Vasco Brito Jennifer Riley;35
Alexandre Leite David Kemp;24
Lucas Maia Alexandria Lopez;32
Kyara-Rúben Monteiro Angela Fuller;18
Marco Nascimento Jerry Morgan;29
Tomé Ferreira Deborah Everett;30
Noah Nascimento Yesenia Hudson;24
Núria da Gaspar Jeffery Lynn;29
Luciana Figueiredo Fred Patel;39
Vera-Cláudio Jesus Sheila Brown;19
André Simões William Lam;36
Constança do Carvalho Stephanie Newton;19
Vera Neves Jessica Wilson DDS;55
Santiago Matos-Moura Morgan Garcia;21
Emma do Antunes Rebecca Johnson;20
Bruno Guerreiro Regina Gutierrez;61
Isabela Faria Frank Stark;60
Patrícia Miranda John Mcdowell;65
Santiago Monteiro Kelly Young;30
Nuno Henriques Vincent Golden;21
Flor Valente Carolyn Harmon;65
Tomás Campos Patricia Miller;27
Rodrigo do Neves Kimberly Brown;31
Benjamim Fernandes-Morais James Cervantes;53
Ema-Emma Vieira Troy Walter;42
Eduarda Matos Eric Webb;18
Joel Simões John Kane;28
João de Moura Jonathan Meyer;28
Miguel Nunes Ashley Collins;33
Ângelo Esteves Timothy Barnes;31
Petra da Simões Jacob David;27
Miguel Batista Michael Roth;49
Ivan Nascimento Daniel Olsen;36
Lia Alves Christopher Taylor;69
Emanuel Moura-Pinto Robert Butler;62
César Figueiredo Jeffrey Morris;15
Raquel Freitas Sarah Santos;45
Sebastião Silva Cory Day;15
Ângela Sá Amber Davidson;46
Petra Silva Lisa Cook;68
Júlia Leite Jake Richards;49
Rafael do Paiva Collin Walker;34
Noah Borges-Vicente Walter Espinoza;60
Diego Oliveira Cynthia Swanson;16
Eduardo Soares Daniel Lopez;37
Afonso Lopes-Marques Lisa Whitehead;26
Ricardo Ribeiro Amanda Hunt;60
Érica Branco Andrew Lyons;69
Benjamim Carvalho Mr. William Wilson;13
Micael Faria Amber Garcia;57
Rafaela Torres Katherine Bernard;70
Emília do Neves Dominique Padilla;64
Ana Ferreira-Fernandes Deborah Juarez;37
Ângelo Ferreira John Mccarthy;67
Gabriel Alves Robert Watson;12
Renato-Daniela Ramos Susan Smith;69
Lisandro de Cunha Jose Bond;22
Petra Morais Nicole Hogan;23
Matilde Amaral Gary Williams;67
Lorena Teixeira Sean Williams;47
Cristiano Ribeiro Amber Smith;14
Ângelo de Morais Daniel Henderson;60
Afonso Gaspar Mrs. Pamela Flores;26
Andreia Soares Alvin Keller;26
Kyara Maia Brian Herman;60
Vicente-Nicole Lima Erik Rivera;21
Fabiana Vicente Julie Hale;17
Mário Fonseca Jamie Hoffman;17
Luna-Joel Ramos Michael Smith;16
Sofia Carvalho Laura Johnson;28
Vítor Azevedo Michael Thomas;38
Leandro-Matilde Vicente Jamie Jones;45
Miguel Monteiro Victoria Gonzalez;60
Luca Domingues Alyssa Hull;70
Leonardo Pinheiro Lynn Huber;43
Constança Torres Jamie Rogers;50
Rita Loureiro Tricia Wright;61
Carlota Branco Michael Sandoval;29
Vicente Matias Paul Brown;50
Lia Anjos Jessica Berry;58
Pilar Anjos Sarah Johnson;25
Rafael Simões Richard Beck;24
Lúcia Lourenço William Wong;17
Helena Pinto Carrie Young;51
Guilherme-Alexandre Pacheco David Stanley;27
Francisca Correia Nicole Randall;45
Guilherme Anjos Johnny Lyons;13
Rafaela Lima Christine Joseph;37
Bianca Antunes Michael Colon;18
Eduardo Figueiredo-Magalhães Nicole Campbell;37
Luísa-Salomé Ferreira Randy Webb Jr.;13
Mia Mendes Anthony Martinez;28
Lúcia Cruz William Atkinson;56
Bárbara Rodrigues Christina Vega;20
Noah Ferreira Kristin Guzman;36
Márcio de Ferreira Sheena Bailey;66
Hugo Branco Jacob Shah;21
Fábio da Neves Debbie Gordon;28
Teresa Borges-Macedo Daniel Wood;62
Isabela da Guerreiro Janice Atkinson;67
Gil Teixeira Victoria Maxwell;51
Fábio Ferreira Harry Hester;44
Xavier Martins Pamela Ortega;60
Jéssica Faria Latasha Berg;40
Sandro da Rodrigues Paul Ibarra;68
Diana Alves Eric Bentley;24
Álvaro da Reis Carlos Andrews;19
Vicente-Vicente Moura Jenny Ross;20
Margarida Pires Jon Hayes;48
Joana Leal-Figueiredo Patrick King;27
Eduarda Lima Brendan Kaiser;35
Lucas Teixeira Jeanne Harrison;40
Márcio Alves Michelle Armstrong;34
Tatiana Maia Christopher Mclaughlin;57
Mariana Leite Belinda Bean;55
Gaspar Vaz Jason Collier;19
Débora Carvalho Bobby Williams;17
Raquel Neto Tonya Jackson;51
Constança Morais Kelsey Rowe;23
Camila Coelho Mark Smith;53
Sofia Faria Nathan Austin;56
Caetana Gaspar Patrick Myers;38
Eduarda Teixeira Anthony Thomas;46
Valentina Teixeira-Brito Erin Michael;36
Érica Melo Elizabeth Watson;17
Juliana Machado Philip Guzman;38
César Nogueira-Simões Reginald Johnson;34
Ema Lopes Julia Clarke;70
Nelson Pacheco Daniel Bishop;60
Vasco Mendes Ryan Green;15
Ricardo Brito Sandra Mullins;42
Eduardo Pinto Robin Garcia;47
Isaac Carneiro Sandra Santos;59
Gonçalo Baptista Ashley Mueller;32
Laura Nascimento Joshua Anderson Jr.;20
Paulo Pereira Bradley Fitzgerald;36
Mário Castro Dr. Todd Wilson;40
Ema Fernandes Nancy Koch;20
Margarida Castro Jay Mcdowell;48
Renato Vicente John Williams;53
Rúben Matias Teresa Salazar;17
Nuno Vaz-Gomes Linda Brewer;43
Pedro Mendes-Rodrigues Sarah Carney;70
Sofia Oliveira Sylvia Riley;27
António-Rita Vaz Alexander Chambers;33
Joana Oliveira Jacob Davis;55
Érica da Domingues Amy Hartman;51
